#unix_time, #map_size, #unique_crashes, #execs_per_sec, #valid_inputs, #invalid_inputs
1645577877, 0.10224%, 0, 0.11034, 1, 0, 67, 65535
1645577877, 0.10224%, 0, 1.56250, 2, 0, 67, 65535
1645577878, 0.11292%, 0, 0.99206, 3, 0, 74, 65535
1645577879, 0.12970%, 0, 1.65289, 4, 0, 85, 65535
1645577880, 0.12970%, 0, 1.02249, 5, 0, 85, 65535
1645577881, 0.12970%, 0, 0.96805, 6, 0, 85, 65535
1645577882, 0.12970%, 0, 1.30548, 7, 0, 85, 65535
1645577883, 0.13428%, 0, 0.64977, 8, 0, 88, 65535
1645577884, 0.13428%, 0, 1.14811, 9, 0, 88, 65535
1645577885, 0.13428%, 0, 1.60000, 10, 0, 88, 65535
1645577885, 0.13428%, 0, 1.46843, 11, 0, 88, 65535
1645577886, 0.13428%, 0, 1.58730, 12, 0, 88, 65535
1645577886, 0.13428%, 0, 2.56410, 13, 0, 88, 65535
1645577887, 0.13428%, 0, 1.10011, 14, 0, 88, 65535
1645577888, 0.13428%, 0, 2.94985, 15, 0, 88, 65535
1645577889, 0.13428%, 0, 0.78003, 16, 0, 88, 65535
1645577890, 0.13428%, 0, 0.70822, 17, 0, 88, 65535
1645577891, 0.13581%, 0, 1.83150, 18, 0, 89, 65535
1645577892, 0.13581%, 0, 0.99502, 19, 0, 89, 65535
1645577893, 0.13581%, 0, 1.14943, 20, 0, 89, 65535
1645577893, 0.13581%, 0, 2.09205, 21, 0, 89, 65535
1645577894, 0.13581%, 0, 2.27273, 22, 0, 89, 65535
1645577894, 0.13581%, 0, 2.66667, 23, 0, 89, 65535
1645577894, 0.13581%, 0, 3.03951, 24, 0, 89, 65535
1645577895, 0.13581%, 0, 1.18343, 25, 0, 89, 65535
1645577896, 0.13581%, 0, 2.89855, 26, 0, 89, 65535
1645577896, 0.14038%, 0, 1.33333, 27, 0, 92, 65535
1645577898, 0.14038%, 0, 0.81433, 28, 0, 92, 65535
1645577899, 0.14038%, 0, 0.94251, 29, 0, 92, 65535
1645577899, 0.14496%, 0, 1.75747, 30, 0, 95, 65535
1645577900, 0.14954%, 0, 1.01317, 31, 0, 98, 65535
1645577901, 0.14954%, 0, 0.95511, 32, 0, 98, 65535
1645577902, 0.14954%, 0, 1.52207, 33, 0, 98, 65535
1645577903, 0.15412%, 0, 1.44928, 34, 0, 101, 65535
1645577903, 0.15869%, 0, 1.91571, 35, 0, 104, 65535
1645577903, 0.15869%, 0, 2.90698, 36, 0, 104, 65535
1645577905, 0.15869%, 0, 0.51600, 37, 0, 104, 65535
1645577906, 0.15869%, 0, 5.61798, 38, 0, 104, 65535
1645577906, 0.15869%, 0, 1.14548, 39, 0, 104, 65535
1645577909, 0.15869%, 0, 0.42717, 40, 0, 104, 65535
1645577909, 0.15869%, 0, 3.58423, 41, 0, 104, 65535
1645577910, 0.15869%, 0, 1.64474, 42, 0, 104, 65535
1645577911, 0.15869%, 0, 0.89047, 43, 0, 104, 65535
1645577911, 0.15869%, 0, 3.50877, 44, 0, 104, 65535
1645577913, 0.15869%, 0, 0.57904, 45, 0, 104, 65535
1645577914, 0.15869%, 0, 1.01010, 46, 0, 104, 65535
1645577914, 0.16327%, 0, 1.50376, 47, 0, 107, 65535
1645577915, 0.16327%, 0, 0.95147, 48, 0, 107, 65535
1645577917, 0.16327%, 0, 0.65833, 49, 0, 107, 65535
1645577918, 0.16327%, 0, 0.82508, 50, 0, 107, 65535
1645577918, 0.16327%, 0, 4.60829, 51, 0, 107, 65535
1645577922, 0.16327%, 0, 0.30798, 52, 0, 107, 65535
1645577922, 0.16327%, 0, 1.17371, 53, 0, 107, 65535
1645577924, 0.16327%, 0, 0.61501, 54, 0, 107, 65535
1645577925, 0.16327%, 0, 1.08460, 55, 0, 107, 65535
1645577926, 0.16327%, 0, 0.91743, 56, 0, 107, 65535
1645577929, 0.16327%, 0, 0.30817, 57, 0, 107, 65535
1645577931, 0.16327%, 0, 0.63052, 58, 0, 107, 65535
1645577932, 0.16327%, 0, 1.41643, 59, 0, 107, 65535
1645577933, 0.16785%, 0, 1.00503, 60, 0, 110, 65535
1645577934, 0.16785%, 0, 1.14155, 61, 0, 110, 65535
1645577934, 0.16785%, 0, 1.43678, 62, 0, 110, 65535
1645577935, 0.16785%, 0, 0.93458, 63, 0, 110, 65535
1645577936, 0.16785%, 0, 1.23457, 64, 0, 110, 65535
1645577937, 0.16785%, 0, 0.92166, 65, 0, 110, 65535
1645577938, 0.16785%, 0, 0.97943, 66, 0, 110, 65535
